ROUTE,flights_count,avg_arrival_delay,median_arrival_delay,cancel_rate,diverted_rate,avg_distance,cluster
LAS-CVG,17,10.058823529411764,-6.0,0.0,0.0,2694.9004607941747,0
LAS-DAL,31,5.258064516129032,0.0,0.0,0.0,1713.0810890351868,0
LAS-DCA,5,1.0,9.0,0.0,0.0,3353.594573948713,0
LAS-DEN,113,12.575221238938052,-3.0,0.0,0.0,1009.7216283059807,0
LAS-DFW,72,15.471428571428572,-7.0,0.027777777777777776,0.0,1694.9321260734343,0
LAS-DTW,44,21.454545454545453,-1.0,0.0,0.0,2808.407866188407,0
LAS-ELP,9,4.0,-2.0,0.0,0.0,938.0097512204437,0
LAS-EWR,22,-8.714285714285714,-12.0,0.045454545454545456,0.0,3576.020659179237,0
LAS-FLL,10,10.2,3.5,0.0,0.0,3492.130840488321,0
LAS-FNT,5,-9.4,-12.0,0.0,0.0,2782.554459645091,0
LAS-GEG,17,-2.1176470588235294,-5.0,0.0,0.0,1298.0334593336179,0
LAS-HNL,16,9.0,-3.0,0.0,0.0,4440.410773682335,0
LAS-HOU,26,4.153846153846154,-3.0,0.0,0.0,1984.6939751393525,0
LAS-IAD,14,3.0714285714285716,-8.5,0.0,0.0,3316.4664224426047,0
LAS-IAH,57,13.649122807017545,-1.0,0.0,0.0,1963.1587769505586,0
LAS-ICT,6,12.333333333333334,5.0,0.0,0.0,1583.5736438991335,0
LAS-IND,12,4.916666666666667,-3.5,0.0,0.0,2552.8812511236397,0
LAS-JFK,62,4.774193548387097,-9.0,0.0,0.0,3609.2979951687307,0
LAS-LAX,184,12.010928961748634,2.0,0.005434782608695652,0.0,379.99091735125336,0
LAS-LGB,20,6.4,-6.0,0.0,0.0,371.4785768672852,0
LAS-LIT,6,-0.3333333333333333,-0.5,0.0,0.0,2078.644240326599,0
LAS-MAF,11,19.727272727272727,-5.0,0.0,0.0,1277.95800378772,0
LAS-MCI,26,11.346153846153847,-4.0,0.0,0.0,1829.505640232739,0
LAS-MCO,18,1.8333333333333333,-6.5,0.0,0.0,3275.51873231285,0
LAS-MDW,48,-1.0222222222222221,-7.0,0.0,0.0625,2441.9005318814147,1
LAS-MIA,24,1.4166666666666667,-8.0,0.0,0.0,3494.1890022266502,0
LAS-MKE,16,21.5,-4.0,0.0,0.0,2446.965012349058,0
LAS-MSP,49,-3.204081632653061,-10.0,0.0,0.0,2088.078511452666,0
LAS-MSY,17,4.0625,0.0,0.0,0.058823529411764705,2409.5980380626333,1
LAS-OAK,53,4.433962264150943,-3.0,0.0,0.0,654.2763381367024,0
LAS-OKC,17,24.0,0.0,0.0,0.0,1583.866746069607,0
LAS-OMA,21,2.7,-3.5,0.0,0.047619047619047616,1764.8911504683597,1
LAS-ONT,14,7.642857142857143,3.5,0.0,0.0,316.74119522857546,0
LAS-ORD,67,5.575757575757576,-3.5,0.014925373134328358,0.0,2431.748903580499,0
LAS-PDX,40,7.075,-5.0,0.0,0.0,1227.6058472288519,0
LAS-PHL,43,6.880952380952381,-2.5,0.023255813953488372,0.0,3494.428325217051,0
LAS-PHX,111,5.495412844036697,-4.0,0.018018018018018018,0.0,411.1517289001198,0
LAS-PIT,6,4.833333333333333,-3.5,0.0,0.0,3066.5808809897135,0
LAS-RDU,9,17.0,-3.0,0.0,0.0,3252.8439308754587,0
LAS-RNO,41,4.634146341463414,-2.0,0.0,0.0,555.7065499414341,0
LAS-SAN,73,7.287671232876712,0.0,0.0,0.0,416.41613072432426,0
LAS-SAT,20,6.15,0.5,0.0,0.0,1717.5037116470958,0
LAS-SDF,7,8.0,8.0,0.0,0.0,2607.332984261632,0
LAS-SEA,70,6.840579710144928,-9.0,0.014285714285714285,0.0,1395.0799790981764,0
LAS-SFO,116,10.017241379310345,-3.0,0.0,0.0,664.841022026509,0
LAS-SJC,55,3.672727272727273,-2.0,0.0,0.0,620.4240614981288,0
LAS-SLC,68,3.514705882352941,-1.5,0.0,0.0,591.9346508547867,0
LAS-SMF,40,5.625,-4.0,0.0,0.0,638.6250403069691,0
LAS-SNA,38,3.7837837837837838,-2.0,0.02631578947368421,0.0,364.48609084137814,0
LAS-STL,19,8.789473684210526,-7.0,0.0,0.0,2202.7547574268015,0
LAS-TPA,7,18.142857142857142,6.0,0.0,0.0,3187.4815914106907,0
LAS-TUL,9,6.777777777777778,1.0,0.0,0.0,1727.0980582452837,0
LAS-TUS,20,0.85,-3.5,0.0,0.0,586.95142379168,0
LAW-DFW,25,16.217391304347824,-7.0,0.08,0.0,225.44408469194207,0
LAX-ABQ,34,8.0,3.0,0.029411764705882353,0.0,1087.5617277238468,0
LAX-ANC,9,-7.333333333333333,-5.0,0.0,0.0,3770.8046598678784,0
LAX-ASE,21,10.333333333333334,2.0,0.0,0.0,1184.5160223216692,0
LAX-ATL,117,-2.8974358974358974,-6.0,0.0,0.0,3125.8143046290666,0
LAX-AUS,50,16.98,-3.0,0.0,0.0,1994.3565507223088,0
LAX-BNA,28,-0.21428571428571427,-1.5,0.0,0.0,2886.3266623773666,0
LAX-BOI,15,18.8,-1.0,0.0,0.0,1086.443480403276,0
LAX-BOS,70,-3.8405797101449277,-9.0,0.014285714285714285,0.0,4193.034682371208,0
LAX-BWI,17,-3.588235294117647,-13.0,0.0,0.0,3739.9263616372814,0
LAX-CLD,7,3.2857142857142856,-1.0,0.0,0.0,138.47440304657147,0
LAX-CLE,18,8.764705882352942,-8.0,0.05555555555555555,0.0,3296.460097352997,0
LAX-CLT,37,-1.3783783783783783,-3.0,0.0,0.0,3412.536895559101,0
LAX-CMH,14,-1.6923076923076923,0.0,0.07142857142857142,0.0,3204.0723198935093,0
LAX-COS,9,-0.4444444444444444,-6.0,0.0,0.0,1339.2852505222213,0
LAX-CVG,5,3.0,0.0,0.0,0.0,3051.418265940572,0
LAX-DAL,43,10.023255813953488,3.0,0.0,0.0,2001.2393904984651,0
LAX-DCA,16,-0.5,-1.0,0.0,0.0,3710.9016681395433,0
LAX-DEN,90,7.426966292134831,-5.0,0.011111111111111112,0.0,1385.4610508382416,0
LAX-DFW,114,3.52212389380531,-5.0,0.008771929824561403,0.0,1983.2701122004137,0
LAX-DTW,33,-1.7272727272727273,-2.0,0.0,0.0,3178.412891284536,0
LAX-ELP,14,3.2142857142857144,-3.0,0.0,0.0,1147.572917385859,0
LAX-EUG,8,18.5,-2.5,0.0,0.0,1205.315010793664,0
LAX-EWR,75,1.4383561643835616,-4.0,0.02666666666666667,0.0,3941.0181240683187,0
LAX-FAT,33,6.787878787878788,0.0,0.0,0.0,336.72931357323955,0
LAX-FLL,27,10.653846153846153,3.0,0.037037037037037035,0.0,3763.2265226744307,0
LAX-HNL,93,9.817204301075268,1.0,0.0,0.0,4108.155663897506,0
LAX-HOU,29,3.9285714285714284,1.5,0.034482758620689655,0.0,2232.396962949658,0
LAX-IAD,66,-2.106060606060606,-8.0,0.0,0.0,3674.0340701857904,0
LAX-IAH,70,12.63768115942029,2.0,0.014285714285714285,0.0,2215.3660139570206,0
LAX-IND,19,-8.105263157894736,-7.0,0.0,0.0,2912.8845793784876,0
LAX-JAC,5,5.5,-7.5,0.0,0.2,1262.4254141055249,1
LAX-JFK,203,5.921182266009852,-5.0,0.0,0.0,3974.1989459914,0
LAX-KOA,31,3.066666666666667,-2.5,0.03225806451612903,0.0,4025.6310701704383,0
LAX-LAS,140,8.007194244604317,-2.0,0.007142857142857143,0.0,379.99091735125336,0
LAX-LIH,22,-3.7142857142857144,-5.0,0.045454545454545456,0.0,4203.009194997907,0
LAX-MCI,21,3.2857142857142856,-3.0,0.0,0.0,2189.656328766783,0
LAX-MCO,42,1.7317073170731707,-4.0,0.023809523809523808,0.0,3561.6915223929573,0
LAX-MDW,26,-3.04,-6.0,0.0,0.038461538461538464,2811.5356379651253,0
LAX-MEM,6,8.166666666666666,1.0,0.0,0.0,2599.721330556055,0
LAX-MIA,46,1.2666666666666666,-6.0,0.0,0.021739130434782608,3762.6366801658064,0
LAX-MKE,12,16.916666666666668,-3.0,0.0,0.0,2820.5955452233466,0
LAX-MRY,25,21.0,-5.0,0.08,0.0,428.559654792789,0
LAX-MSP,49,-1.2448979591836735,-7.0,0.0,0.0,2467.599283172038,0
LAX-MSY,37,12.91891891891892,3.0,0.0,0.0,2682.8597015235428,0
LAX-OAK,101,8.63265306122449,1.0,0.0297029702970297,0.0,542.735023550168,0
LAX-OGG,46,4.021739130434782,-4.5,0.0,0.0,3995.4474773327793,0
LAX-ORD,145,3.992957746478873,-4.0,0.020689655172413793,0.0,2802.164212217366,0
LAX-PDX,50,0.92,-9.5,0.0,0.0,1343.0747573493732,0
LAX-PHL,15,-0.8666666666666667,-10.0,0.0,0.0,3856.31533715977,0
LAX-PHX,120,5.441666666666666,-0.5,0.0,0.0,594.7324791325159,0
LAX-PSP,17,-2.176470588235294,-7.0,0.0,0.0,176.0030952764203,0
LAX-RDM,8,3.0,-4.0,0.0,0.0,1170.5541038978897,0
LAX-RDU,11,6.545454545454546,-2.0,0.0,0.0,3594.53876884324,0
LAX-RNO,34,7.09375,-1.5,0.029411764705882353,0.029411764705882353,629.5579884469968,0
LAX-SAN,73,10.602739726027398,-2.0,0.0,0.0,175.73289564040545,0
LAX-SAT,25,13.2,2.0,0.0,0.0,1944.6550510623135,0
LAX-SBA,24,6.086956521739131,-2.0,0.041666666666666664,0.0,142.30153765295603,0
LAX-SBP,29,3.4285714285714284,-2.0,0.034482758620689655,0.0,250.09215386443117,0
LAX-SEA,122,-1.721311475409836,-6.0,0.0,0.0,1536.9074147427825,0
LAX-SFO,240,16.41350210970464,0.0,0.0125,0.0,543.1721828553782,0
LAX-SJC,111,8.763636363636364,-1.0,0.009009009009009009,0.0,495.6609629573166,0
LAX-SLC,102,12.33,-0.5,0.0196078431372549,0.0,949.3277853865142,0
LAX-SMF,106,14.854368932038835,0.0,0.02830188679245283,0.0,600.4068145280069,0
LAX-STL,30,4.137931034482759,-7.0,0.0,0.03333333333333333,2557.627949255226,0
LAX-TPA,13,-0.3076923076923077,-6.0,0.0,0.0,3466.4305289517706,0
LAX-TUS,54,11.314814814814815,0.5,0.0,0.0,724.9308358793891,0
LBB-AUS,11,-3.8181818181818183,-8.0,0.0,0.0,549.7991331441018,0
LBB-DAL,28,8.107142857142858,-4.0,0.0,0.0,471.0108266476722,0
LBB-DEN,13,11.692307692307692,-7.0,0.0,0.0,733.8304350917008,0
LBB-DFW,15,27.642857142857142,5.0,0.06666666666666667,0.0,452.93326798587617,0
LBB-IAH,14,-7.5,-7.5,0.0,0.0,736.5668467549768,0
LBB-LAS,7,-10.714285714285714,-10.0,0.0,0.0,1244.2695179521895,0
LBE-FLL,5,11.8,-4.0,0.0,0.0,1580.8570098820705,0
LBE-LAS,5,7.0,-3.0,0.0,0.0,3137.7403477942053,0
LBE-MCO,6,44.666666666666664,25.0,0.0,0.0,1328.864817097133,0
LCH-DFW,12,38.63636363636363,-4.0,0.0,0.08333333333333333,474.8729593665926,1
LCH-IAH,14,0.46153846153846156,-9.0,0.07142857142857142,0.0,204.32676269769127,0
LEX-ATL,36,15.382352941176471,-8.0,0.05555555555555555,0.0,489.1360717331179,0
LEX-DFW,8,4.857142857142857,-1.0,0.125,0.0,1261.165185873319,0
LEX-DTW,12,-1.2727272727272727,-7.0,0.08333333333333333,0.0,476.36675298085817,0
LEX-IAH,7,-4.857142857142857,-2.0,0.0,0.0,1332.9685336227224,0
LEX-ORD,32,-1.8620689655172413,-10.0,0.09375,0.0,520.6145738687511,0
LFT-ATL,27,11.037037037037036,-4.0,0.0,0.0,809.0368120014678,0
LFT-DFW,24,2.1666666666666665,-4.0,0.0,0.0,564.2077976626479,0
LFT-IAH,37,4.054054054054054,-7.0,0.0,0.0,323.4483608887371,0
LGA-ATL,142,1.9774436090225564,-9.0,0.06338028169014084,0.0,1224.505424768238,0
LGA-BHM,7,15.166666666666666,22.0,0.14285714285714285,0.0,1392.6298629349837,0
LGA-BNA,33,-1.3666666666666667,-12.5,0.09090909090909091,0.0,1227.6762995230367,0
LGA-BOS,112,10.160377358490566,-5.0,0.05357142857142857,0.0,296.6949245054596,0
LGA-BUF,11,19.8,9.5,0.09090909090909091,0.0,468.7457402313579,0
LGA-CHO,6,-19.25,-25.0,0.16666666666666666,0.16666666666666666,490.50371480203233,1
LGA-CLE,45,8.69047619047619,-10.0,0.06666666666666667,0.0,671.9147763500383,0
LGA-CLT,60,15.135593220338983,0.0,0.016666666666666666,0.0,874.9312349692087,0
LGA-CMH,31,18.20689655172414,0.0,0.06451612903225806,0.0,768.4356432802367,0
LGA-DAL,41,3.225,-16.5,0.0,0.024390243902439025,2219.0287876257207,0
LGA-DAY,8,8.285714285714286,-6.0,0.125,0.0,881.7943047193165,0
LGA-DCA,77,2.8472222222222223,-9.5,0.06493506493506493,0.0,344.78607921003834,0
LGA-DEN,57,5.125,-1.5,0.017543859649122806,0.0,2599.3856158945578,0
LGA-DFW,82,3.9878048780487805,-7.5,0.0,0.0,2231.3417314273966,0
LGA-DTW,79,19.373333333333335,1.0,0.05063291139240506,0.0,804.7554443155435,0
LGA-FLL,89,11.275862068965518,-6.0,0.011235955056179775,0.011235955056179775,1734.5781041689254,0
LGA-GRR,7,-5.666666666666667,-15.0,0.14285714285714285,0.0,992.3171616541762,0
LGA-GSO,20,17.473684210526315,4.0,0.05,0.0,741.0909254929626,0
LGA-HOU,19,-12.88888888888889,-31.0,0.05263157894736842,0.0,2295.583767144047,0
LGA-IAH,32,4.275862068965517,-8.0,0.0625,0.03125,2277.2706551705896,0
LGA-MCI,11,27.22222222222222,7.0,0.18181818181818182,0.0,1777.6930630768636,0
LGA-MCO,65,6.39344262295082,-3.0,0.046153846153846156,0.015384615384615385,1531.2945890012054,0
LGA-MDW,39,-0.46153846153846156,-12.0,0.0,0.0,1163.9307425221905,0
LGA-MHT,6,-1.0,-3.0,0.0,0.0,313.3867780434924,0
LGA-MIA,94,2.89010989010989,-8.0,0.031914893617021274,0.0,1768.3744927107139,0
LGA-MKE,23,5.476190476190476,-17.0,0.08695652173913043,0.0,1184.6628252443688,0
LGA-MSP,32,-2.0625,-8.5,0.0,0.0,1637.6609287442227,0
LGA-MSY,7,-7.0,-2.0,0.0,0.0,1903.3742331325545,0
LGA-MYR,6,7.333333333333333,3.5,0.0,0.0,906.893930401096,0
LGA-ORD,152,5.197278911564626,-9.0,0.03289473684210526,0.0,1177.0286099007237,0
LGA-ORF,8,24.125,15.5,0.0,0.0,476.46752094078556,0
LGA-PBI,49,7.469387755102041,-4.0,0.0,0.0,1668.3059087353881,0
LGA-RDU,26,16.208333333333332,8.5,0.07692307692307693,0.0,693.0060073967181,0
LGA-RIC,24,3.4285714285714284,-10.0,0.125,0.0,469.7568881113004,0
LGA-RSW,10,2.4,-8.5,0.0,0.0,1741.6075008899272,0
LGA-SAV,8,8.0,-6.0,0.0,0.0,1162.9448625852626,0
LGA-SDF,7,12.0,10.0,0.5714285714285714,0.0,1057.6109144830011,0
LGA-SRQ,6,6.5,1.5,0.0,0.0,1687.015836181067,0
LGA-STL,28,10.12,8.0,0.10714285714285714,0.0,1425.0305785294997,0
LGA-TPA,32,4.0,-7.0,0.03125,0.0,1628.2978595703732,0
LGA-XNA,12,-1.5,-8.0,0.0,0.0,1841.6222039536099,0
LGB-BOS,6,0.8333333333333334,2.5,0.0,0.0,4178.356133601841,0
LGB-JFK,12,0.8181818181818182,-11.0,0.08333333333333333,0.0,3958.293086380451,0
LGB-LAS,21,19.0,-6.0,0.0,0.0,371.4785768672852,0
LGB-OAK,18,6.9411764705882355,1.0,0.05555555555555555,0.0,568.3562134824,0
LGB-PDX,18,2.388888888888889,-6.0,0.0,0.0,1362.431983971052,0
LGB-SEA,12,1.0833333333333333,-4.5,0.0,0.0,1555.1943200398982,0
LGB-SFO,22,19.318181818181817,4.5,0.0,0.0,569.0938000891013,0
LGB-SLC,37,-6.444444444444445,-7.5,0.02702702702702703,0.0,947.5558854448916,0
LGB-SMF,7,1.2857142857142858,-6.0,0.0,0.0,623.7824099973747,0
LIH-HNL,101,-1.4455445544554455,-3.0,0.0,0.0,163.63196036070286,0
LIH-LAX,28,-6.535714285714286,-15.5,0.0,0.0,4203.009194997907,0
LIH-OGG,24,0.16666666666666666,-1.5,0.0,0.0,323.9858597839741,0
LIH-PHX,6,-17.166666666666668,-17.0,0.0,0.0,4787.522055615701,0
LIH-SEA,6,-7.166666666666667,-15.0,0.0,0.0,4345.009536926071,0
LIH-SFO,6,-12.0,-12.0,0.0,0.0,3934.0996184631917,0
LIT-ATL,35,0.2857142857142857,-12.0,0.0,0.0,727.1763892259552,0
LIT-DAL,25,14.6,-2.0,0.0,0.0,476.0460967163932,0
LIT-DEN,10,-3.8,-5.0,0.0,0.0,1238.0617471250775,0
LIT-DFW,19,9.894736842105264,1.0,0.0,0.0,489.08807686955794,0
LIT-DTW,7,-13.571428571428571,-12.0,0.0,0.0,1134.1861808956924,0
LIT-IAH,33,-0.48484848484848486,-6.0,0.0,0.0,603.6299889264681,0
LIT-MDW,5,-5.8,-8.0,0.0,0.0,876.1029450023345,0
LIT-ORD,31,3.6129032258064515,-9.0,0.0,0.0,889.5210853615007,0
LNK-ATL,7,-12.0,-13.0,0.0,0.0,1352.2072475652349,0
LNK-DEN,15,2.4,-10.0,0.0,0.0,678.8544594836198,0
LNK-MSP,7,14.714285714285714,8.0,0.0,0.0,532.8962552440477,0
LNK-ORD,26,-0.8846153846153846,-7.5,0.0,0.0,748.6237324587676,0
LRD-DFW,23,2.3181818181818183,-4.0,0.0,0.043478260869565216,639.0375283811208,1
LRD-IAH,15,-2.0,-9.0,0.0,0.0,484.54040228361947,0
LSE-MSP,6,-9.833333333333334,-15.5,0.0,0.0,191.47444891315538,0
LSE-ORD,20,-3.65,-12.5,0.0,0.0,345.06820080333847,0
LWS-SLC,15,-5.533333333333333,-8.0,0.0,0.0,741.5807660022095,0
MAF-DAL,26,18.846153846153847,-0.5,0.0,0.0,512.2353777609266,0
MAF-DEN,17,-6.8125,-8.0,0.058823529411764705,0.0,907.6658621941294,0
MAF-DFW,18,-7.0,-9.0,0.0,0.0,496.18379864734914,0
MAF-HOU,19,1.7222222222222223,-6.0,0.05263157894736842,0.0,708.7059174600478,0
MAF-IAH,31,0.3,-7.5,0.03225806451612903,0.0,689.5704293701407,0
MAF-LAS,7,-0.8571428571428571,-8.0,0.0,0.0,1277.95800378772,0
MBS-DTW,8,3.1666666666666665,4.0,0.25,0.0,158.48504992758598,0
MBS-ORD,22,-2.3333333333333335,-13.0,0.045454545454545456,0.0,356.8056049994166,0
MCI-ATL,58,6.948275862068965,-8.5,0.0,0.0,1113.2100312752516,0
MCI-BNA,19,3.736842105263158,-1.0,0.0,0.0,789.6244850518931,0
MCI-BWI,7,15.285714285714286,-5.0,0.0,0.0,1551.663065835194,0
MCI-CLT,32,10.03125,-3.0,0.0,0.0,1298.9426779255634,0
MCI-DAL,30,-0.26666666666666666,-4.5,0.0,0.0,742.4836947122149,0
MCI-DCA,11,2.4545454545454546,1.0,0.0,0.0,1524.2422241836664,0
MCI-DEN,27,-1.48,-9.0,0.0,0.07407407407407407,854.8541369349193,1
MCI-DFW,60,9.203389830508474,-2.0,0.016666666666666666,0.0,741.7269403443647,0
MCI-DTW,37,3.027027027027027,-7.0,0.0,0.0,1009.7098845043662,0
MCI-EWR,13,1.0833333333333333,-5.0,0.07692307692307693,0.0,1753.0165749167268,0
MCI-FLL,5,2.8,-12.0,0.0,0.0,1999.5434789850326,0
MCI-HOU,10,12.5,9.0,0.0,0.0,1074.5163157093136,0
MCI-IAH,23,8.454545454545455,0.5,0.043478260869565216,0.0,1037.5909591587965,0
MCI-IND,12,5.909090909090909,0.0,0.08333333333333333,0.0,723.5627266538781,0
MCI-LAS,26,-9.884615384615385,-11.5,0.0,0.0,1829.505640232739,0
MCI-LAX,8,-10.625,-11.0,0.0,0.0,2189.656328766783,0
MCI-LGA,9,-1.8888888888888888,0.0,0.0,0.0,1777.6930630768636,0
MCI-MCO,21,3.0952380952380953,-7.0,0.0,0.0,1725.6670334001221,0
MCI-MDW,51,-0.3469387755102041,-6.0,0.0392156862745098,0.0,649.8029723248058,0
MCI-MKE,13,1.0,-10.0,0.0,0.0,700.1803200322157,0
MCI-MSP,34,1.6764705882352942,-4.5,0.0,0.0,632.9322867971416,0
MCI-OAK,7,-7.714285714285714,-8.0,0.0,0.0,2390.571991584043,0
MCI-ORD,46,13.818181818181818,-6.5,0.021739130434782608,0.021739130434782608,647.0778240468052,0
MCI-PHX,22,1.1363636363636365,-2.0,0.0,0.0,1676.6107108623246,0
MCI-SAN,10,24.2,3.5,0.0,0.0,2142.265029074496,0
MCI-SEA,8,-2.5,-2.0,0.0,0.0,2391.623114900672,0
MCI-SFO,13,-2.6153846153846154,-8.0,0.0,0.0,2406.33564430857,0
MCI-SLC,10,-12.3,-15.5,0.0,0.0,1476.5065680817065,0
MCI-STL,14,10.428571428571429,-1.0,0.0,0.0,381.0207077445367,0
MCI-TPA,7,12.857142857142858,-7.0,0.0,0.0,1686.849549092649,0
MCO-ACY,17,14.705882352941176,-8.0,0.0,0.0,1373.8145020465154,0
MCO-ALB,7,28.714285714285715,28.0,0.0,0.0,1729.274327023821,0
MCO-ATL,136,-2.448529411764706,-8.5,0.0,0.0,650.7990358251087,0
MCO-AUS,18,-4.333333333333333,-9.5,0.0,0.0,1596.343666509811,0
MCO-BDL,22,5.636363636363637,-4.0,0.0,0.0,1692.553010100157,0
MCO-BHM,12,-1.0833333333333333,-9.5,0.0,0.0,770.7771102446019,0
MCO-BNA,22,5.318181818181818,-4.5,0.0,0.0,992.711533277668,0
MCO-BOS,47,12.25531914893617,-2.0,0.0,0.0,1806.3553775176777,0
MCO-BQN,5,-0.2,-4.0,0.0,0.0,1817.75060010774,0
MCO-BUF,26,14.26923076923077,-5.0,0.0,0.0,1630.1780958901513,0
MCO-BWI,61,11.783333333333333,-2.5,0.01639344262295082,0.0,1269.2725473873822,0
MCO-CAK,10,4.7,-3.0,0.0,0.0,1388.585427846133,0
MCO-CLE,27,4.592592592592593,-6.0,0.0,0.0,1444.3427773425753,0
MCO-CLT,66,3.4545454545454546,-1.5,0.0,0.0,755.2910384725902,0
MCO-CMH,25,-1.44,-8.0,0.0,0.0,1294.4943998262795,0
MCO-CVG,20,12.55,-10.0,0.0,0.0,1220.1908314576167,0
MCO-DAL,20,0.2631578947368421,-10.0,0.0,0.05,1563.5846421442511,1
MCO-DAY,5,-0.8,-12.0,0.0,0.0,1303.2382493065702,0
MCO-DCA,55,4.925925925925926,-4.5,0.01818181818181818,0.0,1224.3870989017084,0
MCO-DEN,49,-2.875,-4.5,0.02040816326530612,0.0,2485.214430386568,0
MCO-DFW,64,2.6984126984126986,-6.0,0.0,0.015625,1581.7047539919577,0
MCO-DTW,45,0.15555555555555556,-8.0,0.0,0.0,1543.5417156975732,0
MCO-EWR,86,13.797619047619047,-5.0,0.023255813953488372,0.0,1511.211176720081,0
MCO-FLL,12,9.0,4.5,0.0,0.0,286.12820539161373,0
MCO-FNT,6,20.5,8.0,0.0,0.0,1630.9900589354436,0
MCO-HOU,19,-7.631578947368421,-9.0,0.0,0.0,1363.3290307083648,0
MCO-HPN,14,0.07692307692307693,-7.0,0.07142857142857142,0.0,1566.217604435796,0
MCO-IAD,28,0.8928571428571429,-5.5,0.0,0.0,1222.2688792118686,0
MCO-IAH,48,9.595744680851064,-4.0,0.020833333333333332,0.0,1371.144924208019,0
MCO-IND,22,1.1363636363636365,-3.5,0.0,0.0,1335.725995021912,0
MCO-ISP,16,17.8,-2.0,0.0625,0.0,1565.4031450095767,0
MCO-JFK,91,20.344827586206897,-4.0,0.02197802197802198,0.02197802197802198,1521.7230116462874,0
MCO-LAS,9,-1.6666666666666667,-12.0,0.0,0.0,3275.51873231285,0
MCO-LAX,31,-2.6129032258064515,-6.0,0.0,0.0,3561.6915223929573,0
MCO-LBE,5,11.6,-6.0,0.0,0.0,1328.864817097133,0
MCO-LGA,53,-1.04,-5.0,0.018867924528301886,0.03773584905660377,1531.2945890012054,0
MCO-MCI,10,-15.3,-15.0,0.0,0.0,1725.6670334001224,0
MCO-MDW,48,4.555555555555555,-6.0,0.041666666666666664,0.020833333333333332,1595.228459664512,0
MCO-MEM,9,4.333333333333333,-2.0,0.0,0.0,1099.844954853705,0
MCO-MHT,13,40.23076923076923,-1.0,0.0,0.0,1840.167940796906,0
MCO-MIA,62,20.177419354838708,-1.0,0.0,0.0,310.14272590355563,0
MCO-MKE,14,3.0,-2.0,0.0,0.07142857142857142,1718.8403046033347,1
MCO-MSP,30,-3.7,-7.0,0.0,0.0,2109.8304061507943,0
MCO-MSY,21,6.0,-3.0,0.0,0.0,884.8633050047132,0
MCO-ORD,71,7.428571428571429,-9.5,0.014084507042253521,0.0,1619.993711331547,0
MCO-ORF,7,5.142857142857143,-3.0,0.0,0.0,1055.6560008686363,0
MCO-ORH,5,6.4,-5.0,0.0,0.0,1758.224011102863,0
MCO-PHL,82,12.695121951219512,-3.0,0.0,0.0,1388.8696689599844,0
MCO-PHX,21,-3.619047619047619,-4.0,0.0,0.0,2968.6880318907165,0
MCO-PIT,20,11.263157894736842,-3.0,0.0,0.05,1344.9361081722511,1
MCO-PSE,5,25.8,0.0,0.0,0.0,1898.3563992882678,0
MCO-PVD,33,21.03125,0.5,0.030303030303030304,0.0,1727.8436238712375,0
MCO-RDU,20,14.6,-2.5,0.0,0.0,861.687872565539,0
MCO-RIC,13,25.46153846153846,4.0,0.0,0.0,1075.583592197444,0
MCO-ROC,10,-2.7,-5.0,0.0,0.0,1665.7384023058335,0
MCO-SAN,7,10.0,-14.0,0.0,0.0,3450.8885502712474,0
MCO-SAT,6,-5.833333333333333,-2.5,0.0,0.0,1671.558163091078,0
MCO-SDF,6,-7.166666666666667,-4.5,0.0,0.0,1158.4784058303171,0
MCO-SEA,6,-10.333333333333334,-4.0,0.0,0.0,4104.238761910658,0
MCO-SFO,10,-9.3,-11.5,0.0,0.0,3928.5383611858038,0
MCO-SJU,62,4.967741935483871,-2.0,0.0,0.0,1913.8788788636866,0
MCO-SLC,17,3.4705882352941178,-9.0,0.0,0.0,3102.729480483223,0
MCO-STL,17,14.117647058823529,-7.0,0.0,0.0,1418.9642593827286,0
MCO-SWF,6,2.0,0.0,0.0,0.0,1593.980591560114,0
MCO-SYR,7,3.142857142857143,-11.0,0.0,0.0,1697.9809181833443,0
MCO-TTN,7,51.0,3.0,0.0,0.0,1445.24627691376,0
MDT-ATL,19,42.78947368421053,-5.0,0.0,0.0,996.7484817567216,0
MDT-CLT,5,28.8,11.0,0.0,0.0,664.4776822114791,0
MDT-DTW,12,6.083333333333333,-13.0,0.0,0.0,594.7031164684652,0
MDT-ORD,20,9.65,-3.0,0.0,0.0,953.8717075284509,0
MDW-ABQ,6,8.833333333333334,8.0,0.0,0.0,1800.9448959299498,0
MDW-ALB,8,23.0,17.5,0.0,0.0,1151.4947007464514,0
MDW-ATL,75,9.150684931506849,-6.0,0.02666666666666667,0.0,951.5922863794502,0
MDW-AUS,10,11.875,-1.5,0.2,0.0,1565.1573067188388,0
MDW-BDL,13,30.666666666666668,6.0,0.07692307692307693,0.0,1246.4223778057342,0
MDW-BHM,7,29.833333333333332,-9.0,0.14285714285714285,0.0,918.556489565596,0
MDW-BNA,39,8.842105263157896,-4.0,0.02564102564102564,0.0,636.3297512066963,0
MDW-BOS,25,12.44,1.0,0.0,0.0,1381.5130268656949,0
MDW-BUF,21,22.0,-9.0,0.0,0.0,751.7598750046628,0
MDW-BWI,34,6.529411764705882,-7.0,0.0,0.0,980.5538728081367,0
MDW-CHS,8,10.875,-1.0,0.0,0.0,1199.3991561921623,0
