ROUTE,flights_count,avg_arrival_delay,median_arrival_delay,cancel_rate,diverted_rate,avg_distance,cluster
DCA-MDW,48,1.7727272727272727,-10.0,0.08333333333333333,0.0,964.3888745420976,0
DCA-MIA,45,8.046511627906977,0.0,0.044444444444444446,0.0,1483.5930326355008,0
DCA-MKE,18,12.0625,-7.0,0.1111111111111111,0.0,1018.8604894197924,0
DCA-MSP,29,-7.482758620689655,-9.0,0.0,0.0,1494.428658454747,0
DCA-MSY,13,-2.3076923076923075,-10.0,0.0,0.0,1559.3511830498358,0
DCA-ORD,104,10.06060606060606,-5.0,0.04807692307692308,0.0,982.6239512602758,0
DCA-PBI,18,2.5555555555555554,-2.5,0.0,0.0,1382.7470328794939,0
DCA-PHX,15,6.6,-3.0,0.0,0.0,3177.380710749862,0
DCA-RSW,10,33.2,2.5,0.0,0.0,1438.2635815080846,0
DCA-SEA,12,-4.166666666666667,-5.0,0.0,0.0,3738.1656890179506,0
DCA-SFO,13,1.6153846153846154,-9.0,0.0,0.0,3920.9338977507587,0
DCA-STL,17,1.0588235294117647,-11.0,0.0,0.0,1153.522569596632,0
DCA-TPA,45,4.8604651162790695,-5.0,0.044444444444444446,0.0,1311.87483918007,0
DEN-ABQ,24,7.791666666666667,-2.0,0.0,0.0,562.4795299941568,0
DEN-AMA,9,20.0,9.0,0.0,0.0,578.0506450907733,0
DEN-ANC,7,-7.166666666666667,-9.5,0.0,0.14285714285714285,3863.6587630134895,1
DEN-ASE,17,10.357142857142858,5.5,0.17647058823529413,0.0,201.5828499338653,0
DEN-ATL,84,-0.7710843373493976,-6.0,0.0,0.011904761904761904,1925.93791433315,0
DEN-AUS,51,13.823529411764707,0.0,0.0,0.0,1248.236840186592,0
DEN-BDL,6,-8.166666666666666,-8.0,0.0,0.0,2682.5028810435874,0
DEN-BFL,15,18.266666666666666,9.0,0.0,0.0,1357.1371838069065,0
DEN-BIL,28,8.25,1.0,0.0,0.0,732.9164293690048,0
DEN-BIS,28,2.2962962962962963,-5.0,0.03571428571428571,0.0,831.5479665223528,0
DEN-BNA,48,1.4042553191489362,-2.0,0.020833333333333332,0.0,1627.0235395605039,0
DEN-BOI,37,0.8378378378378378,-10.0,0.0,0.0,1042.8086015605747,0
DEN-BOS,42,12.238095238095237,-3.5,0.0,0.0,2815.3477508982855,0
DEN-BUR,19,12.578947368421053,2.0,0.0,0.0,1366.4384870982535,0
DEN-BWI,42,2.880952380952381,-4.0,0.0,0.0,2393.092776607362,0
DEN-BZN,15,12.266666666666667,-7.0,0.0,0.0,843.7658145588084,0
DEN-CAK,6,-4.166666666666667,-8.5,0.0,0.0,1964.7365593416555,0
DEN-CID,10,23.8,3.5,0.0,0.0,1111.291027387078,0
DEN-CLE,37,7.27027027027027,-7.0,0.0,0.0,1927.5402994363635,0
DEN-CLT,27,2.888888888888889,-9.0,0.0,0.0,2147.6499012289014,0
DEN-CMH,14,6.5,-1.5,0.0,0.0,1852.1837713778448,0
DEN-COD,5,24.8,-1.0,0.0,0.0,630.295060457331,0
DEN-COS,38,20.37837837837838,6.0,0.02631578947368421,0.0,117.07870806768555,0
DEN-CPR,16,20.4375,3.0,0.0,0.0,370.7904483862229,0
DEN-CVG,15,8.2,3.0,0.0,0.0,1716.3952470284996,0
DEN-DAL,27,0.9629629629629629,-7.0,0.0,0.0,1046.7950886139529,0
DEN-DAY,12,2.6666666666666665,6.0,0.0,0.0,1740.95449548166,0
DEN-DCA,24,-6.782608695652174,-8.0,0.041666666666666664,0.0,2368.7198450822866,0
DEN-DFW,96,13.763440860215054,0.0,0.020833333333333332,0.010416666666666666,1031.600597785448,0
DEN-DIK,9,-9.166666666666666,-11.0,0.2222222222222222,0.1111111111111111,786.1234767352885,1
DEN-DRO,10,-8.333333333333334,-7.0,0.0,0.1,403.3558736891773,1
DEN-DSM,15,1.9333333333333333,-2.0,0.0,0.0,945.7278867918325,0
DEN-DTW,42,12.285714285714286,-3.0,0.0,0.0,1802.2741078779893,0
DEN-ELP,21,13.714285714285714,2.0,0.0,0.0,908.4437022513574,0
DEN-EUG,17,13.375,1.0,0.058823529411764705,0.0,1600.8441528394019,0
DEN-EWR,37,23.13888888888889,1.5,0.02702702702702703,0.0,2575.9852338335536,0
DEN-FAR,16,1.6875,-2.5,0.0,0.0,1008.3901782994806,0
DEN-FAT,10,0.0,2.0,0.0,0.0,1355.2360901325812,0
DEN-FCA,18,25.352941176470587,7.0,0.05555555555555555,0.0,1210.4648927614235,0
DEN-FLL,14,10.428571428571429,-4.5,0.0,0.0,2738.4094257285337,0
DEN-FSD,21,8.380952380952381,-4.0,0.0,0.0,776.6711523284467,0
DEN-GCC,9,-3.7777777777777777,-13.0,0.0,0.0,504.4705245511203,0
DEN-GEG,13,12.692307692307692,10.0,0.0,0.0,1343.5292890141961,0
DEN-GJT,11,13.545454545454545,1.0,0.0,0.0,341.1431283706827,0
DEN-GRR,11,-4.545454545454546,-8.0,0.0,0.0,1628.7076378407507,0
DEN-GSO,6,52.333333333333336,17.0,0.0,0.0,2200.0935072811526,0
DEN-GTF,13,10.923076923076923,-5.0,0.0,0.0,1003.7707868021843,0
DEN-GUC,5,8.6,10.0,0.0,0.0,244.57934502872186,0
DEN-HLN,5,9.2,-9.0,0.0,0.0,955.3246728887176,0
DEN-HOU,38,5.2631578947368425,-2.5,0.0,0.0,1421.272223490078,0
DEN-HSV,5,18.6,13.0,0.0,0.0,1683.119718446514,0
DEN-HYS,11,-9.454545454545455,-9.0,0.0,0.0,477.1192651056163,0
DEN-IAD,44,5.761904761904762,-2.5,0.022727272727272728,0.022727272727272728,2331.2237788738266,0
DEN-IAH,86,10.493975903614459,2.0,0.023255813953488372,0.011627906976744186,1387.3341244956482,0
DEN-ICT,9,1.5,-3.5,0.1111111111111111,0.0,673.3818747401295,0
DEN-IDA,16,-0.0625,-3.0,0.0,0.0,736.5733137168917,0
DEN-IND,37,-2.3783783783783785,-6.0,0.0,0.0,1567.1431564042764,0
DEN-ISN,11,-1.3636363636363635,-10.0,0.0,0.0,928.686572740577,0
DEN-JAC,20,-5.0,-5.0,0.0,0.0,653.5470762929268,0
DEN-JAX,6,-0.8333333333333334,-3.5,0.0,0.0,2324.3159437506306,0
DEN-JFK,14,10.153846153846153,-6.0,0.07142857142857142,0.0,2609.3555529707032,0
DEN-JMS,6,27.0,3.0,0.0,0.0,922.6118024262959,0
DEN-LAR,7,-18.428571428571427,-20.0,0.0,0.0,182.67682200902155,0
DEN-LAS,115,5.451327433628318,-4.0,0.017391304347826087,0.0,1009.7216283059809,0
DEN-LAX,115,11.789473684210526,3.0,0.008695652173913044,0.0,1385.4610508382416,0
DEN-LBB,13,18.76923076923077,13.0,0.0,0.0,733.8304350917008,0
DEN-LFT,5,18.8,-14.0,0.0,0.0,1573.307016902505,0
DEN-LGA,59,-0.2807017543859649,-11.0,0.01694915254237288,0.01694915254237288,2599.3856158945578,0
DEN-LIT,7,7.571428571428571,-1.0,0.0,0.0,1238.0617471250775,0
DEN-LNK,14,32.142857142857146,-4.5,0.0,0.0,678.8544594836197,0
DEN-MAF,19,13.789473684210526,2.0,0.0,0.0,907.6658621941293,0
DEN-MCI,28,26.0,2.5,0.0,0.0,854.8541369349193,0
DEN-MCO,48,7.583333333333333,-3.0,0.0,0.0,2485.214430386568,0
DEN-MDW,41,7.075,-1.0,0.024390243902439025,0.0,1436.9307208106773,0
DEN-MEM,8,8.875,4.5,0.0,0.0,1400.8209254823407,0
DEN-MFR,7,20.666666666666668,-1.0,0.14285714285714285,0.0,1547.4905505513757,0
DEN-MIA,12,11.75,6.5,0.0,0.0,2748.069139554614,0
DEN-MKE,31,-2.096774193548387,-6.0,0.0,0.0,1437.6078086755065,0
DEN-MLI,8,-5.375,-8.5,0.0,0.0,1206.0989014349711,0
DEN-MOT,22,0.8636363636363636,0.0,0.0,0.0,972.2920819481085,0
DEN-MSN,11,2.727272727272727,-4.0,0.0,0.0,1325.6020352591509,0
DEN-MSO,5,0.8,7.0,0.0,0.0,1092.0079628091478,0
DEN-MSP,94,-0.42391304347826086,-5.5,0.010638297872340425,0.010638297872340425,1092.408443416159,0
DEN-MSY,28,7.571428571428571,-1.5,0.0,0.0,1707.4552030305788,0
DEN-MTJ,6,6.0,-4.5,0.0,0.0,315.9915567201766,0
DEN-OAK,24,4.708333333333333,-7.5,0.0,0.0,1537.265819352792,0
DEN-OKC,29,14.0,-4.0,0.034482758620689655,0.034482758620689655,795.6617436830531,0
DEN-OMA,29,9.035714285714286,-2.5,0.034482758620689655,0.0,757.7221094612435,0
DEN-ONT,25,1.96,-1.0,0.0,0.0,1316.0511868783315,0
DEN-ORD,110,13.185185185185185,-0.5,0.01818181818181818,0.0,1425.6574026531102,0
DEN-PDX,60,2.466666666666667,-3.0,0.0,0.0,1592.7639973754797,0
DEN-PHL,43,3.7142857142857144,-5.0,0.023255813953488372,0.0,2499.9421858363116,0
DEN-PHX,132,5.833333333333333,-4.0,0.0,0.0,968.4126095476851,0
DEN-PIT,16,-8.5,-8.5,0.0,0.0,2070.5163964935914,0
DEN-PSC,6,6.5,1.0,0.0,0.0,1370.1581155948506,0
DEN-PSP,16,2.375,-3.5,0.0,0.0,1247.0803515046562,0
DEN-PUB,5,30.2,20.0,0.0,0.0,175.11941226430517,0
DEN-RAP,13,16.5,-2.0,0.07692307692307693,0.0,484.19000293724304,0
DEN-RDM,10,15.4,3.0,0.0,0.0,1442.8893829977821,0
DEN-RDU,21,3.4761904761904763,-7.0,0.0,0.0,2305.939633024316,0
DEN-RKS,11,-0.1111111111111111,-10.0,0.18181818181818182,0.0,417.79617323801426,0
DEN-RNO,18,7.722222222222222,-7.5,0.0,0.0,1291.4312491268925,0
DEN-RSW,5,-7.8,-9.0,0.0,0.0,2583.406207130151,0
DEN-SAN,61,-1.8166666666666667,-4.0,0.01639344262295082,0.0,1371.5488462134597,0
DEN-SAT,31,0.25806451612903225,-7.0,0.0,0.0,1279.3777734308092,0
DEN-SBA,14,-0.6428571428571429,-1.0,0.0,0.0,1471.7819632296487,0
DEN-SDF,12,2.75,-3.0,0.0,0.0,1643.1005883372127,0
DEN-SEA,96,-0.5157894736842106,-6.0,0.010416666666666666,0.0,1645.715125424673,0
DEN-SFO,104,4.584158415841584,-2.0,0.028846153846153848,0.0,1553.249207031266,0
DEN-SGF,9,-3.5555555555555554,-4.0,0.0,0.0,1022.2529686275598,0
DEN-SGU,5,6.2,1.0,0.0,0.0,835.2831909615836,0
DEN-SHV,5,-1.4,-6.0,0.0,0.0,1273.688624805451,0
DEN-SJC,41,5.804878048780488,-6.0,0.0,0.0,1522.8260915911112,0
DEN-SLC,95,5.063157894736842,-3.0,0.0,0.0,628.1465972997992,0
DEN-SMF,37,-4.081081081081081,-6.0,0.0,0.0,1460.251112915847,0
DEN-SNA,68,10.523076923076923,-2.0,0.029411764705882353,0.014705882352941176,1360.0028929647606,0
DEN-STL,20,3.55,-1.5,0.0,0.0,1235.864268317721,0
DEN-TPA,21,10.761904761904763,5.0,0.0,0.0,2421.893969388711,0
DEN-TUL,26,5.769230769230769,-1.5,0.0,0.0,869.4031298354662,0
DEN-TUS,36,2.4166666666666665,-2.0,0.0,0.0,1028.811168282985,0
DEN-TYS,6,-6.166666666666667,-5.0,0.0,0.0,1865.835669834518,0
DEN-XNA,5,23.0,-5.0,0.0,0.0,989.4701262368183,0
DFW-ABI,35,12.3125,2.5,0.08571428571428572,0.0,253.3861940897523,0
DFW-ABQ,33,5.903225806451613,-5.0,0.06060606060606061,0.0,913.9301557115864,0
DFW-ACT,33,12.3125,-5.0,0.030303030303030304,0.0,143.99969231263265,0
DFW-AEX,19,-1.4210526315789473,-4.0,0.0,0.0,457.26850506729187,0
DFW-AMA,22,1.9,-4.5,0.09090909090909091,0.0,501.6315152155878,0
DFW-ASE,6,4.333333333333333,3.0,0.0,0.0,1128.41440224693,0
DFW-ATL,121,11.75,-4.0,0.008264462809917356,0.0,1174.581306317355,0
DFW-AUS,80,8.743589743589743,-3.0,0.025,0.0,306.30656547365663,0
DFW-BDL,18,-1.6111111111111112,-3.0,0.0,0.0,2363.168000176707,0
DFW-BIS,12,17.727272727272727,-2.0,0.08333333333333333,0.0,1574.8642181349576,0
DFW-BMI,9,2.888888888888889,2.0,0.0,0.0,1110.3345227536925,0
DFW-BNA,51,3.1458333333333335,-9.0,0.058823529411764705,0.0,1014.1185883732608,0
DFW-BOS,44,1.8372093023255813,-5.0,0.022727272727272728,0.0,2509.259625730253,0
DFW-BPT,13,13.846153846153847,6.0,0.0,0.0,434.88771205310996,0
DFW-BRO,17,6.411764705882353,-4.0,0.0,0.0,778.0639745019233,0
DFW-BTR,41,27.794871794871796,0.0,0.04878048780487805,0.0,615.6359443143696,0
DFW-BWI,30,18.714285714285715,3.5,0.06666666666666667,0.0,1954.7522602117765,0
DFW-CAE,7,13.0,-9.0,0.0,0.0,1480.4073504685853,0
DFW-CHA,10,0.6666666666666666,-5.0,0.1,0.0,1116.187842593448,0
DFW-CID,25,-0.25,-6.5,0.04,0.0,1104.1287352291247,0
DFW-CLE,22,-1.2727272727272727,-8.0,0.0,0.0,1641.7188991221958,0
DFW-CLL,17,-7.066666666666666,-11.0,0.11764705882352941,0.0,264.3482779081089,0
DFW-CLT,84,4.0375,-3.5,0.047619047619047616,0.0,1503.1551658499072,0
DFW-CMH,26,-3.923076923076923,-9.5,0.0,0.0,1488.6875694359037,0
DFW-COS,20,2.55,-3.5,0.0,0.0,952.63846766042,0
DFW-COU,10,-2.6,-8.5,0.0,0.0,788.4598996966923,0
DFW-CRP,27,12.5,3.5,0.0,0.037037037037037035,571.6744518818867,0
DFW-CVG,31,-1.4482758620689655,-2.0,0.06451612903225806,0.0,1305.047212417235,0
DFW-DAY,14,-4.142857142857143,-7.5,0.0,0.0,1384.4835436008907,0
DFW-DCA,57,-2.3333333333333335,-8.0,0.0,0.0,1914.913326470155,0
DFW-DEN,96,3.7065217391304346,-4.0,0.03125,0.010416666666666666,1031.600597785448,0
DFW-DRO,14,2.230769230769231,-3.0,0.07142857142857142,0.0,1083.5972383028598,0
DFW-DSM,18,2.8823529411764706,-2.0,0.05555555555555555,0.0,1005.8329716961047,0
DFW-DTW,58,2.7142857142857144,-10.0,0.034482758620689655,0.0,1586.712642344082,0
DFW-EGE,9,5.666666666666667,-4.0,0.0,0.0,1159.4636748293472,0
DFW-ELP,33,5.870967741935484,-7.0,0.06060606060606061,0.0,885.4313401270822,0
DFW-EVV,7,14.0,5.0,0.0,0.0,1032.622598100422,0
DFW-EWR,44,13.175,-1.5,0.09090909090909091,0.0,2204.7752723670196,0
DFW-FAR,5,-5.0,-6.0,0.0,0.0,1559.4443304036429,0
DFW-FAT,12,1.8333333333333333,-1.5,0.0,0.0,2109.209283670791,0
DFW-FLL,47,12.851063829787234,0.0,0.0,0.0,1798.8174537883913,0
DFW-FSD,5,21.2,4.0,0.0,0.0,1188.440193908855,0
DFW-FSM,28,9.76923076923077,3.5,0.03571428571428571,0.03571428571428571,366.1016475907686,0
DFW-FWA,8,10.5,0.0,0.0,0.0,1381.6936556810294,0
DFW-GCK,16,19.0,-1.0,0.0625,0.0,651.5275367069083,0
DFW-GGG,20,-1.2352941176470589,-4.0,0.15,0.0,225.03364703719754,0
DFW-GJT,13,-2.230769230769231,-8.0,0.0,0.0,1242.3497989344214,0
DFW-GPT,10,19.3,0.5,0.0,0.0,803.0214932467456,0
DFW-GRI,16,13.571428571428571,-2.0,0.125,0.0,904.567040577128,0
DFW-GRK,45,4.906976744186046,-9.0,0.044444444444444446,0.0,216.82659204194024,0
DFW-GRR,16,17.9375,4.5,0.0,0.0,1498.3760835011726,0
DFW-GSO,7,23.833333333333332,11.5,0.14285714285714285,0.0,1604.6935730135444,0
DFW-GSP,12,-2.75,-1.5,0.0,0.0,1384.3192231729515,0
DFW-HNL,13,10.923076923076923,8.0,0.0,0.0,6080.926670844042,0
DFW-HOU,30,9.366666666666667,-0.5,0.0,0.0,398.1840716042232,0
DFW-IAD,23,-2.347826086956522,-9.0,0.0,0.0,1882.4533466516937,0
DFW-IAH,76,5.267605633802817,-1.0,0.06578947368421052,0.0,361.96606223931616,0
DFW-ICT,15,2.4285714285714284,-5.5,0.06666666666666667,0.0,529.8400771911708,0
DFW-IND,21,8.45,-7.0,0.047619047619047616,0.0,1223.9988203423068,0
DFW-JAC,5,4.2,-3.0,0.0,0.0,1683.8229562012718,0
DFW-JAN,43,3.8333333333333335,0.0,0.023255813953488372,0.0,655.1965507933768,0
DFW-JAX,17,5.882352941176471,-2.0,0.0,0.0,1475.1615059088035,0
DFW-JFK,15,10.785714285714286,12.5,0.0,0.06666666666666667,2234.873243388618,1
DFW-JLN,13,-5.0,-6.0,0.0,0.0,526.6240375830912,0
DFW-LAS,66,2.5692307692307694,-3.0,0.015151515151515152,0.0,1694.9321260734343,0
DFW-LAW,28,-4.518518518518518,-7.0,0.03571428571428571,0.0,225.4440846919421,0
DFW-LAX,123,0.06557377049180328,-8.0,0.008130081300813009,0.0,1983.2701122004137,0
DFW-LBB,14,6.071428571428571,-4.0,0.0,0.0,452.93326798587617,0
DFW-LCH,14,4.384615384615385,-5.0,0.07142857142857142,0.0,474.8729593665926,0
DFW-LEX,17,13.0,3.5,0.0,0.058823529411764705,1261.165185873319,1
DFW-LFT,21,6.55,-3.0,0.047619047619047616,0.0,564.2077976626479,0
DFW-LGA,79,1.28,-4.0,0.0379746835443038,0.012658227848101266,2231.3417314273966,0
DFW-LIT,25,12.04,2.0,0.0,0.0,489.0880768695578,0
DFW-LRD,26,26.192307692307693,-2.5,0.0,0.0,639.0375283811208,0
DFW-MAF,16,13.25,2.5,0.0,0.0,496.18379864734914,0
DFW-MCI,40,8.0,-5.5,0.0,0.0,741.7269403443647,0
DFW-MCO,67,5.123076923076923,-2.0,0.014925373134328358,0.014925373134328358,1581.7047539919577,0
DFW-MEI,9,22.11111111111111,7.0,0.0,0.0,778.3921893674436,0
DFW-MEM,23,17.608695652173914,-7.0,0.0,0.0,693.2713391266656,0
DFW-MFE,16,15.214285714285714,3.0,0.0625,0.0625,756.2085623441533,1
DFW-MGM,23,18.869565217391305,1.0,0.0,0.0,998.8067668730994,0
DFW-MHK,16,-2.5625,-3.5,0.0,0.0,695.1938588926785,0
DFW-MIA,65,5.328125,-3.0,0.015384615384615385,0.0,1802.065179478126,0
DFW-MKE,18,1.5625,-9.5,0.05555555555555555,0.05555555555555555,1373.6161849470086,1
DFW-MLI,25,-1.84,-2.0,0.0,0.0,1112.3371308148255,0
DFW-MLU,16,23.333333333333332,0.0,0.0625,0.0,469.705395568106,0
DFW-MOB,18,12.166666666666666,4.0,0.0,0.0,866.2289781415809,0
DFW-MSN,19,1.5789473684210527,2.0,0.0,0.0,1322.3980230161894,0
DFW-MSP,36,0.8611111111111112,-4.5,0.0,0.0,1372.5986654541778,0
DFW-MSY,43,11.333333333333334,-9.5,0.023255813953488372,0.0,719.330562104333,0
DFW-OAK,7,-7.857142857142857,-8.0,0.0,0.0,2339.605668111374,0
DFW-OGG,6,46.166666666666664,16.0,0.0,0.0,5962.419038170631,0
DFW-OKC,40,4.05,-5.0,0.0,0.0,282.4689612741933,0
DFW-OMA,20,8.65,-1.5,0.0,0.0,940.2219800211111,0
DFW-ONT,30,4.379310344827586,-2.0,0.03333333333333333,0.0,1908.4493162889498,0
DFW-ORD,127,1.2764227642276422,-6.0,0.031496062992125984,0.0,1290.7799614089354,0
DFW-ORF,10,0.4,-10.5,0.0,0.0,1947.315377745116,0
DFW-PBI,11,6.0,3.0,0.0,0.0,1772.0209604529184,0
DFW-PDX,33,5.303030303030303,-5.0,0.0,0.0,2597.134681764552,0
DFW-PHL,51,18.0,-1.0,0.0,0.0,2092.8527585282354,0
DFW-PHX,69,12.840579710144928,-6.0,0.0,0.0,1393.585732993809,0
DFW-PIA,14,-5.230769230769231,-7.0,0.07142857142857142,0.0,1082.569061421371,0
DFW-PIT,31,0.41935483870967744,-7.0,0.0,0.0,1715.7008293906317,0
DFW-PNS,19,18.166666666666668,9.0,0.05263157894736842,0.0,969.7024526128323,0
DFW-PSP,15,7.285714285714286,1.5,0.06666666666666667,0.0,1808.3892084865329,0
DFW-RDU,28,3.7037037037037037,-9.0,0.03571428571428571,0.0,1704.476561791536,0
DFW-RIC,16,6.2,-8.0,0.0625,0.0,1859.4303123048971,0
DFW-RNO,14,11.857142857142858,8.0,0.0,0.0,2160.6045442491986,0
DFW-ROW,19,-0.7777777777777778,-7.0,0.0,0.05263157894736842,699.3209763417719,1
DFW-RSW,15,14.071428571428571,5.0,0.0,0.06666666666666667,1634.1698857444987,1
DFW-SAF,17,-6.117647058823529,-9.0,0.0,0.0,884.7086495614066,0
DFW-SAN,56,9.945454545454545,-5.0,0.017857142857142856,0.0,1880.48264890802,0
DFW-SAT,75,-1.3333333333333333,-6.5,0.04,0.0,397.8999155835734,0
DFW-SAV,9,8.11111111111111,-7.0,0.0,0.0,1485.8925617554787,0
DFW-SDF,7,5.142857142857143,2.0,0.0,0.0,1177.7865868470592,0
DFW-SEA,68,-1.9090909090909092,-9.0,0.014705882352941176,0.014705882352941176,2668.2923656360285,0
DFW-SFO,79,8.08974358974359,-4.5,0.012658227848101266,0.0,2352.029788457795,0
DFW-SGF,26,-0.8461538461538461,-5.5,0.0,0.0,586.521891245018,0
DFW-SHV,46,15.11111111111111,-4.0,0.021739130434782608,0.0,304.72219552695464,0
DFW-SJC,30,2.037037037037037,-1.0,0.06666666666666667,0.03333333333333333,2310.3106054124605,0
DFW-SJT,31,4.551724137931035,1.0,0.06451612903225806,0.0,367.8810575235591,0
DFW-SJU,16,10.4375,-2.0,0.0,0.0,3482.217518467978,0
DFW-SLC,63,4.311475409836065,-5.0,0.031746031746031744,0.0,1589.5643013827907,0
DFW-SMF,24,6.173913043478261,-7.0,0.041666666666666664,0.0,2298.5323834247693,0
DFW-SNA,52,11.82,-3.5,0.019230769230769232,0.019230769230769232,1934.9673141434375,0
DFW-SPI,9,-0.6666666666666666,-6.0,0.0,0.0,1014.6295763936351,0
DFW-SPS,21,-2.3684210526315788,-11.0,0.09523809523809523,0.0,181.61339319970384,0
DFW-STL,48,4.434782608695652,-7.0,0.041666666666666664,0.0,885.9327371725009,0
DFW-TLH,15,23.642857142857142,2.0,0.06666666666666667,0.0,1231.8274984808036,0
DFW-TPA,46,4.2444444444444445,-3.0,0.021739130434782608,0.0,1492.5904522182639,0
DFW-TUL,64,7.564516129032258,-4.0,0.03125,0.0,381.9824884375476,0
DFW-TUS,38,0.631578947368421,-6.0,0.0,0.0,1305.7585836493947,0
DFW-TXK,17,5.235294117647059,-4.0,0.0,0.0,290.20221439544275,0
DFW-TYR,29,20.14814814814815,9.0,0.06896551724137931,0.0,164.52509513622775,0
DFW-TYS,30,2.357142857142857,-2.5,0.06666666666666667,0.0,1239.492937633487,0
DFW-VPS,29,10.206896551724139,0.0,0.0,0.0,1029.6124034060124,0
DFW-XNA,43,9.025641025641026,4.0,0.09302325581395349,0.0,451.85529443338083,0
DHN-ATL,25,3.68,-2.0,0.0,0.0,275.13194622641856,0
DIK-DEN,8,-11.125,-10.5,0.0,0.0,786.1234767352885,0
DIK-MSP,10,37.1,-10.0,0.0,0.0,771.9414313819209,0
DLH-MSP,18,-7.666666666666667,-10.5,0.0,0.0,232.05470268989666,0
DLH-ORD,15,25.357142857142858,4.5,0.06666666666666667,0.0,638.8390934101371,0
DRO-DEN,16,20.6,0.0,0.0625,0.0,403.3558736891773,0
DRO-DFW,15,7.333333333333333,4.0,0.0,0.0,1083.5972383028598,0
DRO-PHX,8,6.75,-6.0,0.0,0.0,565.4976891286673,0
DSM-ATL,14,-9.071428571428571,-7.5,0.0,0.0,1195.4506012131799,0
DSM-DEN,30,0.6333333333333333,-2.5,0.0,0.0,945.7278867918325,0
DSM-DFW,19,17.38888888888889,6.0,0.05263157894736842,0.0,1005.8329716961047,0
DSM-DTW,5,-11.8,-15.0,0.0,0.0,856.5842034588547,0
DSM-IAH,11,1.4,3.0,0.09090909090909091,0.0,1293.6223007899077,0
DSM-LAS,9,-4.666666666666667,-3.0,0.0,0.0,1952.4319870000718,0
DSM-MDW,12,1.75,-8.5,0.0,0.0,491.515220594304,0
DSM-MSP,7,-4.142857142857143,-6.0,0.0,0.0,373.74865926152677,0
DSM-ORD,59,7.649122807017544,-6.0,0.03389830508474576,0.0,479.92995088222904,0
DTW-ABE,5,0.4,-1.0,0.0,0.0,681.4459275294588,0
DTW-ALB,7,-1.7142857142857142,-4.0,0.0,0.0,784.6767983913536,0
DTW-APN,10,-5.3,-6.5,0.0,0.0,319.1392722897515,0
DTW-ATL,76,-1.0,-7.5,0.0,0.0,957.7753197779253,0
DTW-ATW,12,15.25,-4.5,0.0,0.0,476.51123621150623,0
DTW-AVP,7,37.142857142857146,7.0,0.0,0.0,639.4685254768907,0
DTW-AZO,11,-1.0,-7.0,0.0,0.0,181.43267910429182,0
DTW-BDL,19,-5.944444444444445,-9.5,0.05263157894736842,0.0,880.2450704269901,0
DTW-BGM,5,0.6,-1.0,0.0,0.0,606.7433087145322,0
DTW-BGR,6,-14.5,-14.5,0.0,0.0,1204.2508456154317,0
DTW-BHM,15,2.2666666666666666,-5.0,0.0,0.0,1006.8397584704556,0
DTW-BNA,38,-1.9736842105263157,-5.0,0.0,0.0,735.0801467533863,0
DTW-BOS,67,3.772727272727273,-5.0,0.014925373134328358,0.0,1014.6217962070521,0
DTW-BTV,8,-8.5,-11.5,0.0,0.0,861.5224470748936,0
DTW-BUF,10,-1.4,-10.5,0.0,0.0,386.54578414318934,0
DTW-BWI,52,2.9019607843137254,-6.0,0.019230769230769232,0.0,656.3973391997328,0
DTW-CHS,6,-16.333333333333332,-13.5,0.0,0.0,1075.637917773668,0
DTW-CID,11,-0.4,-3.0,0.0,0.09090909090909091,691.1439117004805,1
DTW-CIU,12,9.916666666666666,-4.0,0.0,0.0,457.9029410540541,0
DTW-CLE,15,-7.6,-7.0,0.0,0.0,152.899860826092,0
DTW-CLT,46,4.978260869565218,-6.5,0.0,0.0,805.5559974573706,0
DTW-CVG,10,-2.1,-7.5,0.0,0.0,369.05510068908626,0
DTW-DCA,33,4.1875,-7.0,0.030303030303030304,0.0,650.9138794852782,0
DTW-DEN,41,0.0,-7.0,0.024390243902439025,0.0,1802.2741078779893,0
DTW-DFW,45,4.6,-9.0,0.0,0.0,1586.7126423440823,0
DTW-ELM,17,-1.411764705882353,-6.0,0.0,0.0,531.9424571445936,0
DTW-ESC,9,-5.333333333333333,-11.0,0.0,0.0,492.02114599081557,0
DTW-EVV,11,10.454545454545455,0.0,0.0,0.0,584.5007214966599,0
DTW-EWR,41,11.282051282051283,-6.0,0.04878048780487805,0.0,783.1011583081184,0
DTW-FLL,58,0.9137931034482759,-4.0,0.0,0.0,1818.194832312615,0
DTW-FWA,15,11.133333333333333,-8.0,0.0,0.0,205.87419118806113,0
DTW-GRB,10,-3.7,-9.0,0.0,0.0,461.74197413972627,0
DTW-GRR,16,-4.25,-7.5,0.0,0.0,192.9837165534686,0
DTW-IAD,15,9.8,1.0,0.0,0.0,615.9559371110788,0
DTW-IAH,41,7.325,-5.0,0.024390243902439025,0.0,1731.361871975724,0
DTW-IND,16,-11.375,-10.0,0.0,0.0,371.59414622077526,0
DTW-LAN,10,18.0,0.5,0.0,0.0,119.50101492456717,0
DTW-LAS,53,7.849056603773585,-4.0,0.0,0.0,2808.407866188407,0
DTW-LAX,32,-9.90625,-8.5,0.0,0.0,3178.412891284536,0
DTW-LEX,9,4.75,0.0,0.0,0.1111111111111111,476.3667529808582,1
DTW-LGA,82,11.628205128205128,-2.5,0.036585365853658534,0.012195121951219513,804.7554443155436,0
